id,window_id,computed_at,window_start_id,window_end_id,n_records,metric,feature,value,warn_threshold,alert_threshold,status
13,1,2026-08-28T12:32:40.073+00:00,1,2000,2000,csi,AMT_CREDIT,0.0014769283342661661,0.1,0.25,ok
12,1,2026-08-28T12:32:40.073+00:00,1,2000,2000,csi,CREDIT_TERM,0.002932595243369775,0.1,0.25,ok
6,1,2026-08-28T12:32:40.073+00:00,1,2000,2000,csi,EMPLOYED_YEARS,0.00972967453231073,0.1,0.25,ok
5,1,2026-08-28T12:32:40.073+00:00,1,2000,2000,csi,EXT_SOURCE_1,0.008510516266166335,0.1,0.25,ok
4,1,2026-08-28T12:32:40.073+00:00,1,2000,2000,csi,EXT_SOURCE_2,0.009716192913773498,0.1,0.25,ok
3,1,2026-08-28T12:32:40.073+00:00,1,2000,2000,csi,EXT_SOURCE_3,0.006280721427125038,0.1,0.25,ok
7,1,2026-08-28T12:32:40.073+00:00,1,2000,2000,csi,GOODS_CREDIT_RATIO,0.0019137053450022372,0.1,0.25,ok
11,1,2026-08-28T12:32:40.073+00:00,1,2000,2000,csi,ID_PUBLISH_YEARS,0.004215862520003281,0.1,0.25,ok
9,1,2026-08-28T12:32:40.073+00:00,1,2000,2000,csi,NAME_EDUCATION_TYPE,0.0014422480162331497,0.1,0.25,ok
8,1,2026-08-28T12:32:40.073+00:00,1,2000,2000,csi,NAME_INCOME_TYPE,7.838849957273861e-05,0.1,0.25,ok
10,1,2026-08-28T12:32:40.073+00:00,1,2000,2000,csi,PHONE_CHANGE_YEARS,0.007404448402982858,0.1,0.25,ok
14,1,2026-08-28T12:32:40.073+00:00,1,2000,2000,csi,REGION_POPULATION_RELATIVE,0.0009659773167075704,0.1,0.25,ok
2,1,2026-08-28T12:32:40.073+00:00,1,2000,2000,psi_band,band,0.0014074255172667573,0.1,0.25,ok
1,1,2026-08-28T12:32:40.073+00:00,1,2000,2000,psi_score,score,0.0032113313677747737,0.1,0.25,ok
27,2,2026-08-28T12:32:40.091+00:00,2001,4000,2000,csi,AMT_CREDIT,0.0007975873365857932,0.1,0.25,ok
26,2,2026-08-28T12:32:40.091+00:00,2001,4000,2000,csi,CREDIT_TERM,0.0023745357326034186,0.1,0.25,ok
20,2,2026-08-28T12:32:40.091+00:00,2001,4000,2000,csi,EMPLOYED_YEARS,0.0057950032191135545,0.1,0.25,ok
19,2,2026-08-28T12:32:40.091+00:00,2001,4000,2000,csi,EXT_SOURCE_1,0.005607128604363561,0.1,0.25,ok
18,2,2026-08-28T12:32:40.091+00:00,2001,4000,2000,csi,EXT_SOURCE_2,0.015539823997409222,0.1,0.25,ok
17,2,2026-08-28T12:32:40.091+00:00,2001,4000,2000,csi,EXT_SOURCE_3,0.0053284278099433955,0.1,0.25,ok
21,2,2026-08-28T12:32:40.091+00:00,2001,4000,2000,csi,GOODS_CREDIT_RATIO,0.0015805454469343967,0.1,0.25,ok
25,2,2026-08-28T12:32:40.091+00:00,2001,4000,2000,csi,ID_PUBLISH_YEARS,0.007465370394048043,0.1,0.25,ok
23,2,2026-08-28T12:32:40.091+00:00,2001,4000,2000,csi,NAME_EDUCATION_TYPE,0.0004936625129670494,0.1,0.25,ok
22,2,2026-08-28T12:32:40.091+00:00,2001,4000,2000,csi,NAME_INCOME_TYPE,0.00045867451717295936,0.1,0.25,ok
24,2,2026-08-28T12:32:40.091+00:00,2001,4000,2000,csi,PHONE_CHANGE_YEARS,0.005067600270262603,0.1,0.25,ok
28,2,2026-08-28T12:32:40.091+00:00,2001,4000,2000,csi,REGION_POPULATION_RELATIVE,0.0023548422736751544,0.1,0.25,ok
16,2,2026-08-28T12:32:40.091+00:00,2001,4000,2000,psi_band,band,0.000269605044971784,0.1,0.25,ok
15,2,2026-08-28T12:32:40.091+00:00,2001,4000,2000,psi_score,score,0.003535557724163419,0.1,0.25,ok
41,3,2026-08-28T12:32:40.110+00:00,4001,6000,2000,csi,AMT_CREDIT,0.0003814537064977926,0.1,0.25,ok
40,3,2026-08-28T12:32:40.110+00:00,4001,6000,2000,csi,CREDIT_TERM,0.0026582883370807305,0.1,0.25,ok
34,3,2026-08-28T12:32:40.110+00:00,4001,6000,2000,csi,EMPLOYED_YEARS,0.006006896889906157,0.1,0.25,ok
33,3,2026-08-28T12:32:40.110+00:00,4001,6000,2000,csi,EXT_SOURCE_1,0.001858505136112316,0.1,0.25,ok
32,3,2026-08-28T12:32:40.110+00:00,4001,6000,2000,csi,EXT_SOURCE_2,0.01148067270757703,0.1,0.25,ok
31,3,2026-08-28T12:32:40.110+00:00,4001,6000,2000,csi,EXT_SOURCE_3,0.013285273153063083,0.1,0.25,ok
35,3,2026-08-28T12:32:40.110+00:00,4001,6000,2000,csi,GOODS_CREDIT_RATIO,0.001294801321220103,0.1,0.25,ok
39,3,2026-08-28T12:32:40.110+00:00,4001,6000,2000,csi,ID_PUBLISH_YEARS,0.006448614174783464,0.1,0.25,ok
37,3,2026-08-28T12:32:40.110+00:00,4001,6000,2000,csi,NAME_EDUCATION_TYPE,0.005894694063893263,0.1,0.25,ok
36,3,2026-08-28T12:32:40.110+00:00,4001,6000,2000,csi,NAME_INCOME_TYPE,0.0036987937533593754,0.1,0.25,ok
38,3,2026-08-28T12:32:40.110+00:00,4001,6000,2000,csi,PHONE_CHANGE_YEARS,0.004905848830706728,0.1,0.25,ok
42,3,2026-08-28T12:32:40.110+00:00,4001,6000,2000,csi,REGION_POPULATION_RELATIVE,0.000732960209691018,0.1,0.25,ok
30,3,2026-08-28T12:32:40.110+00:00,4001,6000,2000,psi_band,band,0.0006146550609715934,0.1,0.25,ok
29,3,2026-08-28T12:32:40.110+00:00,4001,6000,2000,psi_score,score,0.005855328180588585,0.1,0.25,ok
55,4,2026-08-28T12:32:40.128+00:00,6001,8000,2000,csi,AMT_CREDIT,0.006282739604312152,0.1,0.25,ok
54,4,2026-08-28T12:32:40.128+00:00,6001,8000,2000,csi,CREDIT_TERM,0.0004922300841788644,0.1,0.25,ok
48,4,2026-08-28T12:32:40.128+00:00,6001,8000,2000,csi,EMPLOYED_YEARS,0.008562314949174601,0.1,0.25,ok
47,4,2026-08-28T12:32:40.128+00:00,6001,8000,2000,csi,EXT_SOURCE_1,0.00477914808539714,0.1,0.25,ok
46,4,2026-08-28T12:32:40.128+00:00,6001,8000,2000,csi,EXT_SOURCE_2,0.013933341351755398,0.1,0.25,ok
45,4,2026-08-28T12:32:40.128+00:00,6001,8000,2000,csi,EXT_SOURCE_3,0.008050863812556493,0.1,0.25,ok
49,4,2026-08-28T12:32:40.128+00:00,6001,8000,2000,csi,GOODS_CREDIT_RATIO,0.0024862892883637058,0.1,0.25,ok
53,4,2026-08-28T12:32:40.128+00:00,6001,8000,2000,csi,ID_PUBLISH_YEARS,0.004679495214870663,0.1,0.25,ok
51,4,2026-08-28T12:32:40.128+00:00,6001,8000,2000,csi,NAME_EDUCATION_TYPE,0.0015146980686033054,0.1,0.25,ok
50,4,2026-08-28T12:32:40.128+00:00,6001,8000,2000,csi,NAME_INCOME_TYPE,0.0034668657526847474,0.1,0.25,ok
52,4,2026-08-28T12:32:40.128+00:00,6001,8000,2000,csi,PHONE_CHANGE_YEARS,0.004359969172854738,0.1,0.25,ok
56,4,2026-08-28T12:32:40.128+00:00,6001,8000,2000,csi,REGION_POPULATION_RELATIVE,0.0013011339278564127,0.1,0.25,ok
44,4,2026-08-28T12:32:40.128+00:00,6001,8000,2000,psi_band,band,0.0014541509483619662,0.1,0.25,ok
43,4,2026-08-28T12:32:40.128+00:00,6001,8000,2000,psi_score,score,0.004651403244269041,0.1,0.25,ok
69,5,2026-08-28T12:32:40.146+00:00,8001,10000,2000,csi,AMT_CREDIT,0.0016862844062319417,0.1,0.25,ok
68,5,2026-08-28T12:32:40.146+00:00,8001,10000,2000,csi,CREDIT_TERM,0.000529172866189561,0.1,0.25,ok
62,5,2026-08-28T12:32:40.146+00:00,8001,10000,2000,csi,EMPLOYED_YEARS,0.006901096304193084,0.1,0.25,ok
61,5,2026-08-28T12:32:40.146+00:00,8001,10000,2000,csi,EXT_SOURCE_1,0.004574188512014365,0.1,0.25,ok
60,5,2026-08-28T12:32:40.146+00:00,8001,10000,2000,csi,EXT_SOURCE_2,0.008400647883807556,0.1,0.25,ok
59,5,2026-08-28T12:32:40.146+00:00,8001,10000,2000,csi,EXT_SOURCE_3,0.012217776972435515,0.1,0.25,ok
63,5,2026-08-28T12:32:40.146+00:00,8001,10000,2000,csi,GOODS_CREDIT_RATIO,0.0008853741854765933,0.1,0.25,ok
67,5,2026-08-28T12:32:40.146+00:00,8001,10000,2000,csi,ID_PUBLISH_YEARS,0.007450166262802987,0.1,0.25,ok
65,5,2026-08-28T12:32:40.146+00:00,8001,10000,2000,csi,NAME_EDUCATION_TYPE,0.002322512022967771,0.1,0.25,ok
64,5,2026-08-28T12:32:40.146+00:00,8001,10000,2000,csi,NAME_INCOME_TYPE,0.002600806385510924,0.1,0.25,ok
66,5,2026-08-28T12:32:40.146+00:00,8001,10000,2000,csi,PHONE_CHANGE_YEARS,0.005798313732374069,0.1,0.25,ok
70,5,2026-08-28T12:32:40.146+00:00,8001,10000,2000,csi,REGION_POPULATION_RELATIVE,0.005148992319160061,0.1,0.25,ok
58,5,2026-08-28T12:32:40.146+00:00,8001,10000,2000,psi_band,band,0.0002221222442669939,0.1,0.25,ok
57,5,2026-08-28T12:32:40.146+00:00,8001,10000,2000,psi_score,score,0.004219367269108173,0.1,0.25,ok
83,6,2026-08-28T12:32:40.163+00:00,10001,12000,2000,csi,AMT_CREDIT,0.0003746783664704039,0.1,0.25,ok
82,6,2026-08-28T12:32:40.163+00:00,10001,12000,2000,csi,CREDIT_TERM,0.0029085894800627973,0.1,0.25,ok
76,6,2026-08-28T12:32:40.163+00:00,10001,12000,2000,csi,EMPLOYED_YEARS,0.008270198008240118,0.1,0.25,ok
75,6,2026-08-28T12:32:40.163+00:00,10001,12000,2000,csi,EXT_SOURCE_1,0.002728248980704245,0.1,0.25,ok
74,6,2026-08-28T12:32:40.163+00:00,10001,12000,2000,csi,EXT_SOURCE_2,0.009071166944589286,0.1,0.25,ok
73,6,2026-08-28T12:32:40.163+00:00,10001,12000,2000,csi,EXT_SOURCE_3,0.008087277368490372,0.1,0.25,ok
77,6,2026-08-28T12:32:40.163+00:00,10001,12000,2000,csi,GOODS_CREDIT_RATIO,0.002829973869242214,0.1,0.25,ok
81,6,2026-08-28T12:32:40.163+00:00,10001,12000,2000,csi,ID_PUBLISH_YEARS,0.008132282460067811,0.1,0.25,ok
79,6,2026-08-28T12:32:40.163+00:00,10001,12000,2000,csi,NAME_EDUCATION_TYPE,0.0024657951397308916,0.1,0.25,ok
78,6,2026-08-28T12:32:40.163+00:00,10001,12000,2000,csi,NAME_INCOME_TYPE,0.0011514006296807517,0.1,0.25,ok
80,6,2026-08-28T12:32:40.163+00:00,10001,12000,2000,csi,PHONE_CHANGE_YEARS,0.007018179010298258,0.1,0.25,ok
84,6,2026-08-28T12:32:40.163+00:00,10001,12000,2000,csi,REGION_POPULATION_RELATIVE,0.005086141028639676,0.1,0.25,ok
72,6,2026-08-28T12:32:40.163+00:00,10001,12000,2000,psi_band,band,0.0009438798539428783,0.1,0.25,ok
71,6,2026-08-28T12:32:40.163+00:00,10001,12000,2000,psi_score,score,0.002330461669109686,0.1,0.25,ok
97,7,2026-08-28T12:32:40.179+00:00,12001,14000,2000,csi,AMT_CREDIT,0.0015012187812716276,0.1,0.25,ok
96,7,2026-08-28T12:32:40.179+00:00,12001,14000,2000,csi,CREDIT_TERM,0.0016975544257925128,0.1,0.25,ok
90,7,2026-08-28T12:32:40.179+00:00,12001,14000,2000,csi,EMPLOYED_YEARS,0.01592542356211372,0.1,0.25,ok
89,7,2026-08-28T12:32:40.179+00:00,12001,14000,2000,csi,EXT_SOURCE_1,0.0054816240464343625,0.1,0.25,ok
88,7,2026-08-28T12:32:40.179+00:00,12001,14000,2000,csi,EXT_SOURCE_2,0.01453747958578613,0.1,0.25,ok
87,7,2026-08-28T12:32:40.179+00:00,12001,14000,2000,csi,EXT_SOURCE_3,0.007809658814391487,0.1,0.25,ok
91,7,2026-08-28T12:32:40.179+00:00,12001,14000,2000,csi,GOODS_CREDIT_RATIO,0.005732532904186209,0.1,0.25,ok
95,7,2026-08-28T12:32:40.179+00:00,12001,14000,2000,csi,ID_PUBLISH_YEARS,0.005950038665708456,0.1,0.25,ok
93,7,2026-08-28T12:32:40.179+00:00,12001,14000,2000,csi,NAME_EDUCATION_TYPE,0.001904905845387304,0.1,0.25,ok
92,7,2026-08-28T12:32:40.179+00:00,12001,14000,2000,csi,NAME_INCOME_TYPE,0.002216250149944264,0.1,0.25,ok
94,7,2026-08-28T12:32:40.179+00:00,12001,14000,2000,csi,PHONE_CHANGE_YEARS,0.003000157426282533,0.1,0.25,ok
98,7,2026-08-28T12:32:40.179+00:00,12001,14000,2000,csi,REGION_POPULATION_RELATIVE,0.0024747479045723365,0.1,0.25,ok
86,7,2026-08-28T12:32:40.179+00:00,12001,14000,2000,psi_band,band,0.0021019181965471366,0.1,0.25,ok
85,7,2026-08-28T12:32:40.179+00:00,12001,14000,2000,psi_score,score,0.003975404861646333,0.1,0.25,ok
111,8,2026-08-28T12:32:40.195+00:00,14001,16000,2000,csi,AMT_CREDIT,0.000325217696267722,0.1,0.25,ok
110,8,2026-08-28T12:32:40.195+00:00,14001,16000,2000,csi,CREDIT_TERM,0.0007150680703555232,0.1,0.25,ok
104,8,2026-08-28T12:32:40.195+00:00,14001,16000,2000,csi,EMPLOYED_YEARS,0.007201435561794572,0.1,0.25,ok
103,8,2026-08-28T12:32:40.195+00:00,14001,16000,2000,csi,EXT_SOURCE_1,0.014027533184625064,0.1,0.25,ok
102,8,2026-08-28T12:32:40.195+00:00,14001,16000,2000,csi,EXT_SOURCE_2,0.015441116054395125,0.1,0.25,ok
101,8,2026-08-28T12:32:40.195+00:00,14001,16000,2000,csi,EXT_SOURCE_3,0.01458334467277541,0.1,0.25,ok
105,8,2026-08-28T12:32:40.195+00:00,14001,16000,2000,csi,GOODS_CREDIT_RATIO,0.004452642813017837,0.1,0.25,ok
109,8,2026-08-28T12:32:40.195+00:00,14001,16000,2000,csi,ID_PUBLISH_YEARS,0.00631300732144191,0.1,0.25,ok
107,8,2026-08-28T12:32:40.195+00:00,14001,16000,2000,csi,NAME_EDUCATION_TYPE,0.0035608345422976384,0.1,0.25,ok
106,8,2026-08-28T12:32:40.195+00:00,14001,16000,2000,csi,NAME_INCOME_TYPE,0.0005017166362339615,0.1,0.25,ok
108,8,2026-08-28T12:32:40.195+00:00,14001,16000,2000,csi,PHONE_CHANGE_YEARS,0.007146184041524636,0.1,0.25,ok
112,8,2026-08-28T12:32:40.195+00:00,14001,16000,2000,csi,REGION_POPULATION_RELATIVE,0.0027504455245286495,0.1,0.25,ok
100,8,2026-08-28T12:32:40.195+00:00,14001,16000,2000,psi_band,band,0.0006146401209691109,0.1,0.25,ok
99,8,2026-08-28T12:32:40.195+00:00,14001,16000,2000,psi_score,score,0.00497805022834974,0.1,0.25,ok
125,9,2026-08-28T12:32:40.212+00:00,16001,18000,2000,csi,AMT_CREDIT,0.0022305503220930336,0.1,0.25,ok
